airport_ident,le_ident,le_lat,le_lon,le_heading_deg,he_ident,he_lat,he_lon,he_heading_deg,length_ft,width_ft,surface,closed
6TE6,01,33.6343,-100.349,10.0,19,33.6481,-100.346,298.0,6005,75,ASPH,0
6TE7,17,,,,35,,,,4000,34,GRVL,0
6TE8,01,,,,19,,,,3455,25,GRVL-P,0
6TE8,17,33.1775,-100.198,180.0,35,33.1667,-100.198,0.0,2190,25,DIRT-P,0
6TE9,09,,,,27,,,,2840,35,TURF-F,0
6TN0,H1,,,,,,,,20,20,TURF,0
6TN1,18,,,,36,,,197.0,3370,60,TURF,0
6TN2,H1,,,,,,,,20,20,CONC,0
6TN3,H1,,,,,,,,200,200,TURF,0
6TN4,14,,,,32,,,,1800,100,TURF,0
6TN6,H1,,,,,,,,40,40,ASPH,0
6TN7,08,,,,26,,,,3000,200,TURF,0
6TN8,H1,,,,,,,,40,40,TURF,0
6TN9,14,,,,32,,,,1400,60,TURF,0
6TS1,14,,,,32,,,,2000,30,TURF,0
6TS4,02,,,,20,,,,2600,90,TURF,0
6TS5,H1,,,,,,,,30,30,CONC,0
6TS6,03,,,,21,,,,2600,40,GRAVEL,0
6TS8,02,,,,20,,,,2118,30,TURF,0
6TS9,H1,,,,,,,,30,30,CONC,0
6TX0,13,,,,31,,,,1961,80,Dirt,0
6TX4,18,,,,36,,,,3000,50,DIRT,0
6TX5,H1,,,,,,,,38,38,CONC-G,0
6TX6,16,,,,34,,,,2500,50,DIRT,0
6TX7,15,,,,33,,,,2600,65,TURF,0
6TX9,01,,,,19,,,,5000,60,DIRT-TRTD,0
6U5,07,,,,25,,,224.0,2200,75,TURF-G,0
6U5,10,,,,28,,,,2160,200,TURF-G,0
6U5,16,,,,34,,,,1960,75,TURF-G,0
6U6,07,,,,25,,,,3140,60,TREATED-G,0
6U6,16,,,,34,,,,1230,50,TURF-G,0
6VA0,01,,,,19,,,,1400,40,TURF,0
6VA2,15,,,,33,,,,4000,100,TURF,0
6VA3,H1,,,,,,,,40,40,ASPH,0
6VA4,12,,,,30,,,,1400,60,TURF-G,0
6VA6,H1,,,,,,,,30,30,CONC,0
6VA8,H1,,,,,,,,50,50,ASPH,0
6VA9,15,,,,33,,,,2800,100,TURF,0
6W0,05,,,,23,,,,2265,45,TURF-G,0
6W4,04,,,,22,,,,1735,150,TURF-G,0
6WA0,H1,,,,,,,,50,50,ASPH,0
6WA1,H1,,,,,,,,80,80,TURF,0
6WA2,06,,,,24,,,299.0,1800,40,TURF,0
6WA2,16W,,,,34W,,,,5000,100,WATER,0
6WA3,16,46.6203,-119.274,,34,46.6133,-119.275,,2554,60,TURF,0
6WA4,N,,,,S,,,242.0,4500,40,ASPH,0
6WA5,18,,,,36,,,,2000,30,TURF-DIRT,0
6WA6,04,,,,22,,,,3000,60,GRAVEL,0
6WA7,H1,,,,,,,,45,45,DIRT,0
6WA8,H1,,,,,,,,16,12,GRVL,0
6WA9,H1,,,,,,,,40,40,ASPH,0
6WI0,18,,,,36,,,,3000,110,TURF,0
6WI1,09,,,,27,,,,1400,80,TURF,0
6WI2,NW,,,,SE,,,340.0,1700,100,TURF,0
6WI4,03,,,,21,,,,2600,60,TURF,0
6WI5,08,,,,26,,,,2800,50,TURF,0
6WI7,17,,,,35,,,,1800,70,TURF,0
6WI8,H1,,,,,,,,40,40,MATS-G,0
6WI9,10,,,,28,,,,2500,75,TURF,0
6WN5,17,,,,35,,,,3000,100,TURF,0
6WN6,05,,,,23,,,,2800,75,TURF,0
6X0,12,,,,30,,,,2700,30,TURF-G,0
6XS0,H1,,,,,,,,50,50,TURF,0
6XS1,H1,,,,,,,,60,60,CONC,0
6XS1,H2,,,,,,,,50,50,CONC,0
6XS2,02,,,,20,,,,1650,80,TURF,0
6XS2,14,,,,32,,,,2300,90,TURF,0
6XS7,10,,,,28,,,,1900,40,TURF,0
6XS7,17,,,,35,,,,3200,100,TURF,0
6XS8,18,,,,36,,,,1700,50,TURF,0
6XS9,14,,,,32,,,,1700,50,TURF,0
6Y0,03,44.4583,-84.9968,,21,44.4652,-84.9921,,2797,100,TURF-F,0
6Y0,09,44.4633,-85.0021,,27,44.4633,-84.9921,,2599,100,TURF-F,0
6Y2,H1,,,,,,,,50,50,ASPH-F,0
6Y6,12,44.3683,-84.4026,,30,44.3648,-84.3928,,2600,120,TURF-F,0
6Y6,18,44.3685,-84.4024,,36,44.3615,-84.4024,,2600,110,TURF-F,0
6Y8,09,45.7203,-85.5256,,27,45.7205,-85.5157,,2512,30,ASPH-G,0
6Y8,17,45.7265,-85.52,,35,45.7169,-85.5202,,3500,140,TURF-F,0
6Y9,10,,,,28,,,,2600,100,TURF-G,0
70AK,03,,,,21,,,,2800,50,GRVL-DIRT,0
70AR,09,,,,27,,,,2400,75,TURF,0
70AZ,H1,,,,,,,,20,20,CONC,0
70AZ,H2,,,,,,,,20,20,CONC,0
70CA,H1,,,,,,,,50,50,CONC,0
70CL,17,36.3039,-116.4173,,35,36.2987,-116.4178,,1625,50,DIRT,0
70CO,H1,,,,,,,,30,30,CONC,0
70D,09,,,,27,,,,2400,50,TURF-P,0
70FA,09,,,,27,,,,2682,110,grass,0
70FD,H1,,,,,,,,50,50,CONC-G,0
70II,09,,,,27,,,316.2,1500,80,TURF,0
70IL,17,,,,35,,,,1205,70,TURF,0
70IN,18,,,,36,,,,2700,80,TURF,0
70IS,H1,,,,,,,,60,60,ASPH,0
70K,17,,,,35,,,,2100,70,TURF-P,0
70KY,11,,,,29,,,,2700,60,TURF,0
70LA,09,,,,27,,,,2500,200,TURF,0
70LL,18,,,,36,,,,3600,80,TURF,0
70MA,H1,,,,,,,,50,50,CONC,0
70N,5,41.3447,-75.4188,39.0,23,41.35,-75.413,219.0,2431,42,Asphalt/Gravel,0
70NC,09,,,,27,,,,3000,75,TURF,0
70NJ,07,,,,25,,,,1600,50,TURF,0
70NR,17,,,,35,,,,2655,80,Turf,0
70NY,H1,,,,,,,,150,150,ASPH,0
70OI,H1,,,,,,,,21,21,CONC,0
70OK,17,,,,35,,,,2640,125,TURF,0
70OR,01,,,,19,,,,1600,75,TURF,0
70PN,08,,,,26,,,,2000,120,TURF,0
70PR,H1,,,,,,,,40,40,CON,0
70S,16,47.7906,-117.358,180.0,34,47.7838,-117.358,360.0,2481,30,ASPH-G,0
70TN,17,,,,35,,,,1219,40,Turf,0
70TS,H1,,,,,,,,65,65,CONC,0
70TT,18,,,,36,,,,1515,20,Dirt,0
70VA,06,,,,24,,,,1800,50,TURF,0
70WA,H1,,,,,,,,50,50,CONC,0
70XS,09,,,,27,,,,2950,100,TURF,0
71AK,03,,,,21,,,,2000,100,TURF,0
71AL,18,,,,36,,,,1800,60,TURF,0
71AR,18,,,,36,,,,1910,30,Turf,0
71AZ,H1,,,,,,,,60,40,ASPH,0
71CA,H1,,,,,,,,100,65,TURF-DIRT,0
71CL,16,,,,34,,,,2570,40,ASPH,0
71CO,H1,,,,,,,,35,35,CONC,0
71FD,H1,,,,,,,,15,15,CONC,0
71FL,H1,,,,,,,,60,60,CONC,0
71GA,H1,,,,,,,,100,70,TURF,0
71IL,H1,,,,,,,,44,48,CONC,0
71IN,18,,,,36,,,,1700,75,TURF,0
71K,17,37.6512,-97.3838,,35,37.6442,-97.3836,,2520,30,ASPH-G,0
71KS,12,,,,30,,,,1900,50,TURF,0
71KY,15,,,,33,,,,1600,100,TURF,0
71LL,09,,,,27,,,,2600,70,TURF,0
71ME,14,,,,32,,,,1100,50,TURF,0
71MI,14,,,,32,,,,1420,60,Turf,0
71MO,17,,,,35,,,,2500,80,TURF,0
71NC,04,,,,22,,,,3000,200,TURF,0
71NC,09,,,,27,,,,1000,200,TURF,0
71NY,H1,,,,,,,,90,60,CONC,0
71OK,18,,,,36,,,,1940,165,TURF,0
71OR,11,,,,29,,,,1500,25,TURF-F,0
71PA,H1,,,,,,,,32,32,ASPH,0
71PN,18,,,,36,,,,2000,100,TURF,0
71TE,18,30.3827,-98.3756,185.9,36,30.3733,-98.3767,,3450,40,ASPH,0
71TX,04,,,,22,,,,1500,50,TURF-G,0
71VA,H1,,,,,,,,40,40,TURF,0
71WI,H1,,,,,,,,12,12,CONC,0
71XA,2,,,,20,,,,2500,50,Turf,0
72AK,H1,,,,,,,,300,300,GRVL,0
72AR,15,,,,33,,,,2200,50,Turf,0
72AZ,H1,,,,,,,,50,50,DIRT,0
72CA,H1,,,,,,,,30,25,CONC,0
72CL,17,34.1383,-115.119,183.1,35,34.1297,-115.119,,3200,30,ASPH,0
72CO,14,,,,32,,,,3000,50,TURF-GRVL,0
72FA,H1,,,,H1,,,,55,55,CON,0
72FL,09,,,,27,,,,1800,200,TURF,0
72GA,06,,,,24,,,,2600,100,TURF,0
72II,H1,,,,,,,282.0,50,50,ROOF-TOP,0
72IL,H1,,,,,,,,60,44,CONC-G,0
72IN,E,,,,W,,,,2640,80,TURF,0
72K,17,,,,35,,,,2550,50,TURF-F,0
72KY,06,,,,24,,,,1500,50,ASPH-TURF,0
72LA,H1,,,,,,,,20,20,CONC,0
72LL,09,,,,27,,,,2641,70,TURF,0
72ME,01,,,,19,,,360.0,1200,25,ASPH-G,0
72MI,09,46.2863,-89.2874,94.0,27,46.2854,-89.2677,274.0,5000,75,ASPH-G,0
72MU,H1,,,,,,,,40,40,CONC,0
72NC,H1,,,,,,,,36,26,WOOD,0
72ND,N,,,,S,,,,2600,75,TURF,0
72NM,04,,,,22,,,,4752,80,DIRT,0
72OH,10,,,,28,,,,900,30,Turf,0
72OK,H1,,,,,,,,60,60,TURF,0
72OR,08,,,,26,,,,1600,65,TURF,0
72PA,H1,,,,,,,,90,90,ASPH,0
72PN,H1,,,,,,,,65,65,ASPH,0
72S,02,47.2336,-117.425,39.0,20,47.2396,-117.418,219.0,2807,45,ASPH-G,0
72TA,06,,,60.0,24,,,,6000,75,CONC,0
72TA,18,,,180.0,36,,,,2913,30,CONC,0
72TE,15,28.8855,-99.9946,150.0,33,28.8733,-99.9866,,5200,75,ASPH,0
72TN,H1,,,,,,,,40,40,CONC,0
72TS,17,,,,35,,,,3335,100,GRAVEL,0
72TX,H1,,,,,,,,70,70,ASPH,0
72VA,H1,,,,,,,,127,81,CONC,0
72VA,H2,,,,,,,,44,44,CONC,0
72WA,H1,,,,,,,,200,50,TURF,0
72XA,15,29.4895,-96.0432,149.0,33,29.4838,-96.0393,329.0,2400,80,Turf,0
73AK,H1,,,,,,,,150,150,TURF,0
73AR,18,35.054,-92.0534,182.9,36,35.043,-92.0541,,4000,50,TURF,0
73AZ,06,35.2,-113.369,72.7,24,35.2039,-113.353,,4800,60,ASPH,0
73CA,01,,,,19,,,,3200,50,DIRT-TRTD,0
73CL,04,,,,22,,,,2000,30,ASPH,0
73F,16,,,,34,,,,3000,80,TURF-G,0
73FD,18,29.5181,-82.8748,180.0,36,29.5074,-82.8748,0.0,2400,100,TURF,0
73GA,H1,,,,,,,,40,75,CONC,0
73IA,18,,,,36,,,,3250,60,TURF-G,0
73II,NE,,,,SW,,,,2000,60,TURF,0
73IL,H1,,,,,,,,50,50,CONC,0
73IN,16,,,,34,,,,1320,150,TURF,0
73KS,04,,,,22,,,,1385,144,TURF,0
73KS,14,,,,32,,,,2046,144,TURF,0
73KS,18,,,,36,,,,1685,144,TURF,0
73KY,06,,,,24,,,,2150,80,TURF,0
73MD,18,39.1781,-76.2425,180.0,36,39.1725,-76.2425,360.0,2024,60,Turf,0
73MI,H1,,,,,,,,40,40,ASPH,0
73MO,H1,,,,,,,,48,48,CONC,0
73MU,09,,,,27,,,,1800,60,TURF,0
73MU,18,,,,36,,,,1800,60,TURF,0
73NC,H1,,,,,,,,850,450,TURF,0
73NH,H1,,,,,,,,20,20,CON,0
73NR,H1,,,,,,,,74,74,CON,0
73NY,01,,,,19,,,318.0,1500,40,TURF,0
73OH,09,41.6462,-81.0159,81.6,27,41.6478,-81.0015,,4000,60,ASPH,0
73OI,09,,,,27,,,,2200,80,TURF,0
73OR,16,,,,34,,,,1300,50,TURF-G,0
73PA,04,,,,22,,,,2220,125,TURF,0
73PN,06,,,,24,,,,1500,100,TURF,0
73S,04,47.2339,-117.048,59.0,22,47.2371,-117.04,239.0,2261,40,ASPH-G,0
73TA,01,,,,19,,,,3190,100,TURF-DIRT-F,0
73TE,15,,,,33,,,,2700,50,TURF,0
73VA,H1,,,,,,,,70,70,CONC,0
73WA,18,,,,36,,,,2600,60,TURF,0
73WI,E,,,,W,,,,3200,100,TURF,0
73WI,N,,,,S,,,,2700,100,TURF,0
73WT,02,,,,20,,,228.9,2700,40,GRVL,0
74AR,9,,,,27,,,,2251,90,Turf,0
74AZ,18,,,,36,,,360.0,4800,50,DIRT,0
74CO,14,,,,32,,,,2500,40,GRVL,0
74FA,H1,,,,,,,,69,69,Rooftop,0
74FD,05,,,,23,,,,2600,100,TURF,0
74FL,18,,,,36,,,,6395,100,TURF-G,0
74GE,H1,,,,,,,,50,50,Aluminum Rooftop,0
74II,H1,,,,,,,,54,54,CONC,0
74IL,H1,,,,,,,,40,40,CONC,0
74IN,09,,,,27,,,,2000,100,TURF,0
74IS,H1,,,,,,,,40,40,CONC,0
74KS,18,,,,36,,,,2500,125,TURF,0
74KY,18,,,,36,,,,2500,40,TURF,0
74L,H1,,,,,,,,40,30,CONC,0
74LL,H1,,,,,,,,16,16,WOOD,0
74MD,H1,,,,,,,,55,55,CON,0
74MO,H1,,,,,,,,230,150,TURF-GRVL-G,0
74MU,01,,,,19,,,,1800,40,TURF,0
74N,05,,,42.0,23,,,222.0,2325,60,ASPH-CONC-G,0
74NC,17,,,,35,,,,2000,150,TURF,0
74ND,18,,,,36,,,,2118,100,Turf,0
74NJ,H1,,,,,,,,100,100,CONC-TURF,0
74NK,15,,,,33,,,,2500,100,Turf,0
74NY,02,,,,20,,,,1600,50,TURF,0
74OH,H1,,,,,,,,40,40,CONC,0
74OI,H1,,,,,,,,45,32,ASPH,0
74OR,15,,,,33,,,,1300,80,TURF,0
74PA,14,,,,32,,,,1200,100,TURF,0
74PN,H1,,,,,,,,70,78,ASPH,0
74PS,H1,,,,,,,,60,60,CON,0
74R,11,,,,29,,,,2360,80,TURF-G,0
74R,16,,,,34,,,,2250,100,TURF-G,0
74TE,18,32.0671,-97.7947,180.0,36,32.0557,-97.7947,,4191,50,ASPH,0
74TN,8,,,,26,,,,1100,60,Turf,0
74TS,H1,,,,,,,,20,20,ASPH,0
74TX,15,,,,33,,,,4170,200,TURF,0
74TX,17,,,,35,,,,5500,200,TURF,0
74VA,H1,,,,,,,,60,60,ASPH,0
74WA,18,,,,36,,,,2600,50,GRAVEL,0
74WI,H1,,,,,,,,100,100,ASPH,0
75AK,16,,,,34,,,,2640,90,TURF,0
75AR,E,,,,W,,,,2700,150,TURF,0
75AR,N,,,,S,,,,3000,150,TURF,0
75AZ,H1,,,,,,,,50,50,CONC,0
75C,01,,,,19,,,,2800,50,TURF-DIRT-F,0
75CA,H1,,,,,,,,45,45,CONC,0
75D,01,,,,19,,,,2100,73,TURF-G,0
75DC,17,,,,35,,,,1800,40,GRVL,0
75FA,1,,,,19,,,,1981,50,Turf,0
75FD,H1,,,,,,,,60,60,CONC,0
75FL,09,30.1025,-85.4686,90.0,27,30.1025,-85.4564,,3175,60,TURF-G,0
75G,18,42.1985,-84.0309,,36,42.1917,-84.0308,,2480,100,TURF-F,0
75IA,H1,,,,,,,,40,40,CONC,0
75IL,H1,,,,,,,,40,40,TURF,0
75IN,H1,,,,,,,,50,50,ASPH,0
75IS,N,,,,S,,,,1800,100,TURF,0
75K,03,40.2742,-94.0096,,21,40.2795,-94.0053,,2255,48,ASPH-P,0
75KY,02,,,,20,,,,2800,70,TURF,0
75LA,H1,,,,,,,,30,25,CONC,0
75MI,18,,,,36,,,,1347,60,TURF,0
75MN,E,,,,W,,,,2000,80,TURF,0
75MO,H1,,,,,,,,72,35,CONC,0
75MU,H1,,,,,,,,20,20,CONC,0
75ND,09,,,,27,,,,1700,50,TURF,0
75ND,12,,,,30,,,,3200,75,TURF,0
75NE,17,,,,35,,,,2500,66,TURF,0
75NK,H1,,,,,,,,54,54,CON,0
75NR,2,,,,20,,,,1913,60,Turf,0
75NY,NE,,,,SW,,,,3000,50,TURF,0
75OI,18,,,,36,,,,2000,80,TURF,0
75OR,H1,,,,,,,,25,20,CONC,0
75PA,E,,,,W,,,,2200,100,TURF-G,0
75PA,N,,,,S,,,,1950,100,TURF-G,0
75RI,H1,,,,,,,,20,20,CONC,0
75TA,16,32.5404,-101.728,160.0,34,32.5282,-101.723,,4725,50,ASPH,0
75TE,14,,,,32,,,,1970,100,TURF,0
75TN,06U,,,,24U,,,,650,50,TURF-F,0
75TS,14,,,,32,,,,1600,36,TURF,0
75TX,14,29.5053,-100.37,154.0,32,29.495,-100.364,,4250,50,ASPH,0
75VA,H1,,,,,,,,50,50,ASPH,0
75WA,17,,,,35,,,,1600,40,TURF,0
75WI,N,,,,S,,,,900,60,TURF,0
75WT,17,,,,35,,,338.1,500,40,TURF-F,0
75WV,08,,,,26,,,212.3,1700,30,TURF,0
75XA,14,30.5388,-95.087,136.0,32,30.5329,-95.0804,316.0,3007,40,Turf,0
76AK,07,,,,25,,,,3000,75,GRVL,0
76AR,9,,,,27,,,,950,50,Turf,0
76AZ,H1,,,,,,,,40,40,CONC,0
76CA,H1,,,,,,,,200,50,ASPH,0
76CN,H1,,,,,,,,40,40,CONC,0
76CO,17,,,,35,,,,2640,50,DIRT,0
76DE,H1,,,,,,,,20,20,Turf,0
76FA,H1,,,,,,,,55,55,Mats,0
76FD,16,,,,34,,,,2800,55,TURF,0
76FL,H1,,,,,,,,42,42,CONC,0
76GA,08,,,,26,,,,3600,50,TURF,0
76II,12,,,,30,,,,1150,40,TURF,0
76IL,H1,,,,,,,,50,50,CONC-G,0
76IS,H1,,,,,,,,12,12,CONC,0
76KY,E,,,,W,,,,1450,100,TURF,0
76LA,H1,,,,,,,,61,41,CONC,0
76LL,H1,,,,,,,,75,75,TURF,0
76LS,9,,,,27,,,,2500,100,Turf,0
76MD,H1,39.6213,-75.8375,,-,,,,50,50,CON,0
76MN,17,,,,35,,,,2200,40,TURF,0
76N,01,,,,19,,,,2007,50,ASPH-G,0
76NC,03,,,,21,,,,3000,70,TURF,0
76NE,H1,,,,,,,,30,30,CONC,0
76NH,H1,,,,,,,,50,50,TURF,0
76NY,H4,,,,,,,,33,33,ASP/GVL,0
76OH,H1,,,,,,,,100,100,ASPH,0
76OK,16,,,,34,,,,4500,150,TURF-G,0
76OR,H1,,,,,,,,60,60,CONC,0
76PN,H1,,,,,,,,100,80,CONC,0
76T,17,,,,35,,,,3730,170,TURF-F,0
76TA,03,35.3976,-102.811,30.0,21,35.4059,-102.805,,4524,52,ASPH,0
76TE,12,,,,30,,,,4800,60,DIRT,0
76TS,H1,,,,,,,,50,50,TURF,0
76TT,H1,,,,,,,,50,50,Turf,0
76V,16,,,,34,,,,4397,70,TURF-DIRT-F,0
76WA,07,,,,25,,,,2500,75,TURF,0
76Z,04,,,,22,,,,800,30,DIRT-P,0
77AK,01,,,,19,,,,1700,130,TURF,0
77AZ,H1,,,,,,,,45,45,ROOF-TOP,0
77CA,09,,,,27,,,,1700,95,DIRT,0
77CL,E,,,,W,,,,3400,100,DIRT,0
77CO,H1,,,,,,,,63,63,CONC-G,0
77FD,H1,,,,,,,,60,60,CONC,0
77FL,H1,,,,,,,,75,75,CONC,0
77GA,13,,,,31,,,,2400,150,TURF,0
77ID,8,,,,26,,,,1600,40,Turf,0
77IL,H1,,,,,,,,15,15,CONC,0
77IN,H1,,,,,,,,80,90,CONC,0
77IS,H1,,,,,,,,25,25,CONC,0
77KY,17,,,,35,,,,1600,75,TURF,0
77LA,H1,,,,,,,,60,50,CONC,0
77MD,H1,,,,H1,,,,60,60,CON,0
77MN,09,,,,27,,,,3600,50,TURF,0
77MN,18,,,,36,,,,2600,50,TURF,0
77MO,16,,,,34,,,,2500,100,TURF,0
77NC,17,34.157,-78.1066,170.0,35,34.1475,-78.1046,,3500,90,ASPH,0
77NE,H1,,,,,,,,30,30,CONC,0
77NJ,H1,,,,,,,,20,20,ASPH,0
77NR,H1,,,,,,,,50,50,CON,0
77NV,16,,,,34,,,,4564,30,ASP,0
77NV,7,,,,25,,,,4049,20,ASP,0
77OH,18,,,,36,,,,1500,75,TURF,0
77OI,H1,,,,,,,,80,80,CONC,0
77OI,H2,,,,,,,,128,62,CONC,0
77OK,H1,,,,,,,,100,100,CONC,0
77OR,H1,,,,,,,,20,20,CONC,0
77PA,E,,,,W,,,,1800,100,TURF,0
77PN,10,,,,28,,,,2000,100,TURF,0
77TN,17,,,,35,,,,1500,25,TURF,0
77TS,18,,,,36,,,,2000,45,ASPH-G,0
77UT,H1,,,,,,,,100,60,Concrete/Turf,0
77WA,H1,,,,,,,,40,40,CONC-G,0
77XA,17,29.8202,-94.5516,,35,29.8218,-94.5105,,3050,80,Turf,0
77XS,06,29.2844,-95.365,60.0,24,29.29,-95.3544,,2600,20,ASPH-TURF,0
77XS,15,29.2892,-95.3611,150.0,33,29.2853,-95.3583,,1700,60,TURF,0
78A,02,,,,20,,,,921,125,TURF-F,0
78A,10,,,,28,,,,2600,125,TURF-F,0
78AK,09,,,,27,,,,1300,200,TURF,0
78CA,H1,,,,,,,,30,30,CONC,0
78CO,H1,,,,,,,,100,100,TURF,0
78FA,H1,,,,,,,,40,40,ASP,0
78FD,08,,,,26,,,,2000,100,TURF,0
78FL,02,,,,20,,,,2760,100,TURF,0
78GA,02,,,,20,,,,2500,50,TURF,0
78I,10,39.5014,-86.6966,,28,39.5001,-86.6838,,3630,100,TURF-G,0
78II,09,,,,27,,,,1850,100,TURF,0
78IL,H1,,,,,,,,40,40,CONC,0
78IN,H1,,,,,,,,100,150,TURF,0
78IS,HI,,,,,,,,40,40,CONC,0
78ME,18,,,,36,,,,1900,60,TURF,0
78MI,18,42.0437,-83.3035,,36,42.0375,-83.3035,,2285,100,TURF-F,0
78MN,N,,,,S,,,,3000,100,TURF,0
78MO,09,,,,27,,,,1800,70,TURF,0
78MO,18,,,,36,,,,1300,70,TURF,0
78MU,18,,,,36,,,,2400,120,TURF,0
78NC,14,,,,32,,,,2780,90,TURF-G,0
78NE,17,,,,35,,,,2600,60,TURF,0
78NJ,H1,,,,,,,,50,50,TURF,0
78NK,H1,,,,,,,,40,40,CON,0
78NY,E,,,,W,,,,3750,75,TURF-GRVL,0
78OH,05,,,,23,,,,1800,50,TURF,0
78OH,18,,,,36,,,,2300,100,TURF,0
78OI,H1,,,,,,,,23,23,CONC,0
78OK,H1,,,,,,,,50,50,ASPH,0
78OR,03,,,,21,,,,2500,32,GRVL,0
78PA,H1,,,,H1,,,,45,45,CONC,0
78PN,H1,,,,,,,,50,50,ASPH,0
78TA,03,,,,21,,,,3000,100,TURF,0
78TN,6,,,,24,,,,2460,125,Turf,0
78TS,H1,,,,-,,,,50,50,CONC,0
78TX,H1,,,,,,,,64,62,CONC,0
78WA,17,,,,35,,,,1600,100,TURF-GRVL,0
78WI,H1,,,,H1,,,,40,40,CONC-G,0
78XA,18,32.7412,-97.9177,,36,32.7373,-97.9178,,1421,75,Turf,0
78XS,09,,,,27,,,,2600,100,TURF,0
79AK,11,,,,29,,,225.0,1500,100,TURF,0
79AR,N,,,,S,,,,2600,75,TURF-G,0
79AZ,2,,,,20,,,,4025,49,Asphalt/Dirt,0
79C,18,,,,36,,,,2439,20,ASPH-F,0
79CA,H1,,,,,,,,65,65,ASPH,0
79CL,03,,,,21,,,,2100,75,DIRT,0
79CO,H1,,,,,,,,43,43,CONC,0
79FA,H1,,,,,,,,40,40,CON,0
79FD,18,,,,36,,,,2200,100,TURF,0
79FL,18,,,,36,,,,1900,100,TURF,0
79GA,17,,,,35,,,,1700,90,TURF,0
79II,18,,,,36,,,,2600,80,TURF,0
79IN,H1,,,,,,,,50,50,CONC,0
79IS,E,,,,W,,,,3200,80,TURF,0
79IS,N,,,,S,,,,3200,80,TURF,0
79KY,09,37.8717,-84.62,93.6,27,37.8708,-84.6011,,5488,100,CONC,0
79LA,H1,,,,,,,,50,50,CONC,0
79MI,06,,,,24,,,,2000,125,TURF,0
79MN,N,,,,S,,,,2640,100,TURF,0
79MO,06,,,,24,,,,3000,75,TURF,0
79MO,17,,,,35,,,,2000,50,TURF,0
79MS,01,,,,19,,,,2000,70,Turf,0
79MT,10,,,,28,,,,1200,30,Turf,0
79MU,04,,,,22,,,,2000,35,TURF,0
79N,07,,,,25,,,,3322,150,ASPH-TURF-F,0
79NC,18,,,,36,,,,2459,40,ASPH-F,0
79NE,H1,,,,,,,,40,40,ASPH,0
79NJ,H1,,,,,,,,40,40,ASPH,0
79NR,13,,,,31,,,,3130,185,Asphalt/Turf,0
79NY,18,,,,36,,,,1750,60,TURF,0
79OH,18,,,,36,,,,1800,100,TURF,0
79OR,H1,,,,,,,,80,80,CONC,0
79PA,10,,,,28,,,,1800,100,TURF,0
79PN,H1,,,,,,,,55,55,CONC,0
79TA,12,,,,30,,,,4000,100,TURF,0
79TE,13,,,,31,,,,3400,100,TURF-G,0
79TS,17,,,,35,,,,1000,75,TURF,0
79TT,H1,,,,,,,,40,40,CON,0
79UT,H1,,,,,,,,45,45,CONC-G,0
79VA,H1,,,,,,,,30,30,CONC,0
79VG,7,,,,25,,,,2250,32,ASP,0
79WI,H1,,,,H1,,,,65,65,ASPH-G,0
79XS,17,,,,35,,,,3530,190,TURF,0
7A7,H1,,,,,,,,40,40,METAL,0
7A9,18,32.0931,-84.3724,181.0,36,32.0842,-84.3726,1.0,3255,230,TURF-G,0
7AK2,04W,,,,22W,,,,3000,270,WATER,0
7AK2,15,,,,33,,,,2500,100,GRVL,0
7AK3,01,,,,19,,,,1488,150,GRAVEL,0
7AK3,16,,,,34,,,,2712,160,TURF,0
7AK4,06,,,,24,,,,1915,120,TURF,0
7AK5,03,,,,21,,,,1400,120,TURF,0
7AK6,18,,,,36,,,,1690,40,DIRT,0
7AK7,H1,,,,,,,,20,20,WOOD,0
7AK7,H2,,,,,,,,20,20,WOOD,0
7AK7,H3,,,,,,,,20,20,WOOD,0
7AK7,H4,,,,,,,,20,20,WOOD,0
7AK8,07,,,,25,,,,1300,65,GRVL-DIRT,0
7AK9,03,,,,21,,,,1400,25,GRVL,0
7AL2,17,,,,35,,,,1000,50,Turf,0
7AL4,H1,,,,,,,,33,33,CON,0
7AL9,18,,,,36,,,,2500,100,TURF,0
7AR0,07,36.4305,-93.7027,71.8,25,36.4323,-93.6959,,2100,75,TURF,0
7AR0,16,,,,34,,,,2100,75,TURF,0
7AR1,09,33.0501,-91.3449,91.3,27,33.0499,-91.3384,,2000,18,ASPH,0
7AR2,18,35.5594,-92.1318,186.8,36,35.555,-92.1324,,1600,75,TURF,0
7AR3,18,,,,36,,,,2400,40,ASPH,0
7AR4,H1,,,,,,,,50,50,Concrete/Dirt,0
7AR5,H1,,,,,,,,30,30,CONC,0
7AR6,18,,,,36,,,,2600,100,Turf,0
7AR7,17,,,,35,,,,2500,20,ASP,0
7AR7,18,,,,36,,,,2200,60,Turf,0
7AR8,18,34.6694,-91.1765,182.0,36,34.6608,-91.1768,2.0,3108,80,Turf,0
7AZ0,H1,,,,,,,,155,155,CONC,0
7B1,H1,,,,,,,,225,82,TURF-G,0
7B3,02,,,,20,,,,2105,121,TURF-G,0
7B4,09,,,,27,,,,3250,50,TURF-G,0
7B9,01,41.9227,-72.4568,175.0,19,41.9279,-72.4573,355.0,1800,50,ASPH-F,0
7C3,18,43.0364,-91.3465,179.0,36,43.0291,-91.3465,359.0,2650,120,TURF-G,0
7C5,18,,,,36,,,308.8,2600,105,TURF-F,0
7CA1,09,,,,27,,,,4000,75,DIRT,0
